rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
29355,male,cauc,1979 Q3,,,small,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,32.0,,,,66.0,
29369,male,cauc,1980 Q3,regular+aide,small,,,418.0,540.0,,,468.0,549.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,level1,,,11.0,14.0,,,cauc,cauc,,,39.0,39.0,,,75.0,75.0,,
29393,male,cauc,1980 Q1,regular,regular+aide,regular+aide,,418.0,487.0,552.0,,489.0,526.0,596.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,probation,level1,,11.0,2.0,15.0,,cauc,cauc,cauc,,22.0,22.0,22.0,,51.0,51.0,51.0,
29399,female,,1980 Q4,,,small,,,,,,,,,,,,free,,,,suburban,,,,,,,,,,,,,,,,,,,,11.0,,,,24.0,
29423,female,afam,1980 Q1,small,small,small,small,411.0,516.0,575.0,602.0,459.0,505.0,561.0,606.0,non-free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level1,probation,apprentice,9.0,36.0,0.0,1.0,cauc,cauc,cauc,cauc,22.0,22.0,22.0,22.0,53.0,53.0,53.0,53.0
29439,female,afam,1979 Q1,regular,regular,regular+aide,regular+aide,,505.0,560.0,562.0,,502.0,593.0,586.0,,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,,level1,level1,notladder,3.0,4.0,14.0,23.0,,cauc,cauc,cauc,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0
29452,female,cauc,1980 Q2,,regular,,,,,,,,,,,,non-free,,,,suburban,,,,bachelor,,,,apprentice,,,,2.0,,,,afam,,,,22.0,,,,52.0,,
29466,male,afam,1980 Q3,regular,,,,408.0,,,,429.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,6.0,,,,afam,,,,11.0,,,,19.0,,,
29481,female,cauc,1980 Q3,,,small,,,,582.0,,,,565.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,27.0,,,,afam,,,,22.0,,,,52.0,
29497,female,afam,1979 Q3,,,regular+aide,regular+aide,,,602.0,614.0,,,570.0,601.0,,,non-free,non-free,,,urban,urban,,,bachelor,master,,,level2,level1,,,12.0,19.0,,,cauc,cauc,,,2.0,2.0,,,2.0,2.0
29512,female,afam,1979 Q4,,small,,,,475.0,,,,512.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,31.0,,,,cauc,,,,8.0,,,,11.0,,
29528,female,cauc,1978 Q4,,,,small,,,,622.0,,,,612.0,,,,free,,,,rural,,,,master,,,,level1,,,,19.0,,,,cauc,,,,6.0,,,,8.0
29547,female,cauc,1980 Q3,,,regular,,,,588.0,,,,548.0,,,,free,,,,rural,,,,master,,,,level1,,,,15.0,,,,cauc,,,,30.0,,,,63.0,
29566,male,cauc,1980 Q2,small,,,,408.0,,,,423.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,18.0,,,,42.0,,,
29585,female,cauc,1979 Q1,,,regular+aide,,,,,,,,,,,,free,,,,inner-city,,,,master,,,,level1,,,,10.0,,,,cauc,,,,22.0,,,,53.0,
29601,male,afam,1980 Q1,regular+aide,regular,regular,regular,411.0,482.0,554.0,572.0,454.0,484.0,545.0,596.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,,level1,level1,level1,2.0,4.0,30.0,31.0,cauc,cauc,afam,afam,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0
29611,female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,430.0,540.0,614.0,631.0,478.0,553.0,607.0,604.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,12.0,13.0,16.0,10.0,cauc,cauc,cauc,cauc,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
29628,female,cauc,1979 Q2,,regular,regular,regular,,447.0,,,,484.0,,,,free,free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,level1,level1,,10.0,26.0,17.0,,cauc,cauc,cauc,,29.0,29.0,29.0,,62.0,62.0,62.0
29643,female,cauc,1980 Q3,,,small,,,,,,,,,,,,non-free,,,,rural,,,,master,,,,level3,,,,14.0,,,,cauc,,,,23.0,,,,55.0,
29655,female,afam,1979 Q4,,,,regular+aide,,,,555.0,,,,547.0,,,,free,,,,inner-city,,,,bachelor,,,,notladder,,,,23.0,,,,cauc,,,,11.0,,,,32.0
29681,male,cauc,1980 Q1,,regular+aide,,,,,,,,529.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,13.0,,,,cauc,,,,35.0,,,,70.0,,
29696,female,cauc,1980 Q1,small,small,small,small,565.0,604.0,732.0,680.0,489.0,601.0,639.0,700.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,notladder,19.0,7.0,11.0,31.0,cauc,cauc,cauc,cauc,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0
29707,female,cauc,1980 Q3,,regular+aide,regular+aide,regular+aide,,516.0,611.0,650.0,,510.0,596.0,608.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,master,master,,probation,level1,level1,,2.0,29.0,11.0,,cauc,cauc,cauc,,24.0,24.0,24.0,,56.0,56.0,56.0
29727,male,cauc,1980 Q1,regular+aide,,,,416.0,,,,463.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,3.0,,,,cauc,,,,41.0,,,,78.0,,,
29741,female,cauc,1980 Q2,,regular,regular+aide,,,483.0,575.0,,,532.0,584.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,notladder,level1,,,12.0,11.0,,,cauc,cauc,,,3.0,3.0,,,3.0,3.0,
29761,female,cauc,1980 Q1,small,small,small,small,,507.0,549.0,578.0,454.0,526.0,543.0,580.0,free,free,free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,apprentice,level1,notladder,19.0,1.0,11.0,31.0,cauc,cauc,cauc,cauc,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0
29772,male,afam,1980 Q2,regular,regular+aide,,,413.0,447.0,,,439.0,490.0,,,free,free,,,inner-city,inner-city,,,master+,master,,,level1,level1,,,8.0,4.0,,,cauc,cauc,,,11.0,11.0,,,16.0,16.0,,
29791,male,cauc,1980 Q1,small,,,,448.0,,,,473.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,18.0,,,,42.0,,,
29806,male,afam,1980 Q2,regular+aide,,,,400.0,,,,412.0,,,,free,,,,suburban,,,,bachelor,,,,probation,,,,0.0,,,,cauc,,,,18.0,,,,46.0,,,
29823,female,cauc,1980 Q1,regular,regular,regular,regular,428.0,505.0,637.0,608.0,463.0,502.0,552.0,608.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,13.0,15.0,10.0,15.0,cauc,cauc,cauc,cauc,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
29833,male,cauc,1979 Q3,regular,regular,regular,regular,433.0,,517.0,557.0,444.0,454.0,479.0,,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,master,master,master,level1,level1,level1,level1,12.0,19.0,19.0,24.0,cauc,cauc,afam,cauc,18.0,18.0,18.0,18.0,46.0,46.0,46.0,46.0
29854,male,cauc,1980 Q2,small,small,small,,440.0,558.0,593.0,,520.0,535.0,584.0,,non-free,non-free,non-free,,rural,rural,rural,,master,master,master,,level1,level1,level1,,8.0,10.0,18.0,,cauc,cauc,afam,,24.0,24.0,24.0,,57.0,57.0,57.0,
29865,male,cauc,1978 Q3,,,small,,,,568.0,,,,626.0,,,,free,,,,rural,,,,master,,,,notladder,,,,39.0,,,,cauc,,,,24.0,,,,56.0,
29883,male,afam,1978 Q3,,,,regular+aide,,,,543.0,,,,554.0,,,,non-free,,,,suburban,,,,master,,,,level2,,,,28.0,,,,cauc,,,,11.0,,,,20.0
29905,male,cauc,1980 Q1,,,,regular+aide,,,,,,,,,,,,non-free,,,,urban,,,,master,,,,level1,,,,36.0,,,,cauc,,,,7.0,,,,10.0
29917,female,cauc,1979 Q2,,regular+aide,regular+aide,regular+aide,,540.0,579.0,631.0,,535.0,552.0,580.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,master,master,,apprentice,notladder,level1,,1.0,22.0,15.0,,cauc,cauc,cauc,,28.0,28.0,28.0,,61.0,61.0,61.0
29935,male,cauc,1979 Q1,,regular+aide,,,,475.0,,,,542.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,3.0,,,,cauc,,,,23.0,,,,55.0,,
29947,male,afam,1978 Q3,,,,regular+aide,,,,554.0,,,,562.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,11.0,,,,afam,,,,11.0,,,,16.0
29963,male,cauc,1979 Q3,,,regular+aide,regular+aide,,,669.0,686.0,,,639.0,752.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,10.0,22.0,,,cauc,cauc,,,18.0,18.0,,,43.0,43.0
29975,female,afam,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,414.0,469.0,557.0,599.0,484.0,502.0,570.0,582.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,bachelor,level1,level1,notladder,level1,22.0,7.0,6.0,5.0,cauc,cauc,cauc,cauc,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
29993,male,afam,1980 Q3,small,small,small,small,,480.0,611.0,585.0,,512.0,568.0,596.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,probation,level1,level1,1.0,1.0,30.0,33.0,afam,afam,afam,afam,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0
30010,male,cauc,1979 Q3,regular,regular,,,413.0,426.0,,,399.0,446.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,8.0,8.0,,,cauc,cauc,,,4.0,4.0,,,4.0,4.0,,
30022,male,afam,1979 Q4,,,regular,regular+aide,,,517.0,,,,579.0,,,,free,free,,,suburban,inner-city,,,master,bachelor,,,level1,probation,,,13.0,2.0,,,cauc,cauc,,,11.0,11.0,,,23.0,29.0
30048,female,cauc,1980 Q1,,,,small,,,,,,,,639.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,17.0,,,,cauc,,,,35.0,,,,70.0
30063,male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,453.0,553.0,637.0,633.0,489.0,562.0,565.0,620.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level2,level1,probation,13.0,12.0,6.0,16.0,cauc,cauc,cauc,afam,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0
30070,female,cauc,1978 Q4,,,,regular,,,,,,,,,,,,,,,,suburban,,,,bachelor,,,,probation,,,,5.0,,,,cauc,,,,22.0,,,,51.0
30094,male,cauc,1980 Q2,regular,regular,regular,small,408.0,462.0,536.0,585.0,520.0,549.0,582.0,636.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,apprentice,5.0,12.0,2.0,2.0,cauc,cauc,cauc,cauc,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0
30111,female,cauc,1980 Q1,,,,regular+aide,,,,620.0,,,,589.0,,,,free,,,,rural,,,,bachelor,,,,probation,,,,3.0,,,,cauc,,,,3.0,,,,3.0
30122,female,,1980 Q3,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,4.0,,,,cauc,,,,31.0,,,,64.0,
30134,male,cauc,1979 Q4,regular,,,,403.0,,,,434.0,,,,non-free,,,,rural,,,,bachelor,,,,probation,,,,0.0,,,,cauc,,,,5.0,,,,7.0,,,
30157,male,cauc,1979 Q2,,,,small,,,,575.0,,,,573.0,,,,non-free,,,,rural,,,,specialist,,,,level1,,,,13.0,,,,cauc,,,,39.0,,,,75.0
30169,male,cauc,1980 Q3,small,small,small,small,545.0,651.0,659.0,670.0,576.0,601.0,639.0,672.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level3,19.0,7.0,32.0,17.0,cauc,cauc,cauc,cauc,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0
30192,male,afam,1980 Q1,small,,,,408.0,,,,423.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,10.0,,,,afam,,,,11.0,,,,18.0,,,
30199,female,afam,1979 Q4,small,regular,small,small,428.0,516.0,568.0,,489.0,532.0,563.0,,free,free,free,,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,probation,level1,level1,21.0,9.0,12.0,11.0,afam,afam,afam,cauc,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0
30224,female,afam,1980 Q1,regular,,,,453.0,,,,500.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,11.0,,,,24.0,,,
30235,female,afam,1979 Q3,,small,small,small,,544.0,560.0,,,601.0,556.0,,,non-free,free,,,suburban,suburban,suburban,,bachelor,bachelor,bachelor,,level1,level1,level1,,12.0,5.0,27.0,,cauc,cauc,cauc,,22.0,22.0,22.0,,52.0,52.0,52.0
30250,male,afam,1978 Q3,,,,small,,,,549.0,,,,593.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,11.0,,,,32.0
30265,female,cauc,1980 Q3,regular+aide,regular,regular,small,424.0,505.0,618.0,641.0,484.0,584.0,648.0,711.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,level1,3.0,12.0,2.0,5.0,cauc,cauc,cauc,cauc,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0
30282,male,afam,1979 Q3,,regular,regular,,,434.0,,,,477.0,,,,free,free,,,suburban,inner-city,,,master,bachelor,,,level1,probation,,,23.0,2.0,,,cauc,cauc,,,11.0,11.0,,,21.0,33.0,
30295,female,cauc,1979 Q4,,,,regular+aide,,,,620.0,,,,639.0,,,,free,,,,urban,,,,master,,,,level1,,,,9.0,,,,cauc,,,,20.0,,,,48.0
30317,female,cauc,1980 Q2,regular+aide,regular+aide,regular,regular,460.0,604.0,614.0,,506.0,584.0,582.0,,non-free,non-free,non-free,,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level1,level1,notladder,18.0,13.0,9.0,15.0,cauc,cauc,cauc,afam,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0
30327,male,cauc,1979 Q4,regular+aide,,,regular+aide,407.0,,,626.0,449.0,,,626.0,free,,,non-free,urban,,,urban,bachelor,,,master,level1,,,level1,17.0,,,19.0,cauc,,,cauc,2.0,,,2.0,2.0,,,2.0
30351,male,cauc,1980 Q1,small,small,small,small,414.0,521.0,614.0,657.0,473.0,545.0,590.0,648.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,,apprentice,level1,level1,0.0,0.0,14.0,18.0,cauc,cauc,cauc,cauc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
30361,male,hispanic,1980 Q3,small,,,,,,,,,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,18.0,,,,42.0,,,
30374,female,cauc,1979 Q4,small,small,,,483.0,604.0,,,520.0,493.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,11.0,31.0,,,cauc,cauc,,,8.0,8.0,,,11.0,11.0,,
30398,male,cauc,1980 Q2,regular+aide,,,,382.0,,,,434.0,,,,non-free,,,,rural,,,,bachelor,,,,level2,,,,27.0,,,,cauc,,,,35.0,,,,70.0,,,
30417,male,afam,1980 Q1,small,,,,397.0,,,,434.0,,,,free,,,,inner-city,,,,bachelor,,,,,,,,2.0,,,,cauc,,,,11.0,,,,28.0,,,
30428,male,cauc,1980 Q2,small,small,small,,425.0,472.0,521.0,,489.0,526.0,570.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,bachelor,,level1,apprentice,apprentice,,3.0,1.0,2.0,,cauc,cauc,cauc,,18.0,18.0,18.0,,44.0,44.0,44.0,
30448,female,afam,1979 Q1,,,small,regular+aide,,,557.0,608.0,,,570.0,610.0,,,free,free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,18.0,18.0,,,cauc,cauc,,,11.0,11.0,,,17.0,17.0
30455,male,cauc,1979 Q4,small,,,,492.0,,,,536.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,8.0,,,,11.0,,,
30479,female,cauc,1980 Q1,regular,,,,447.0,,,,536.0,,,,non-free,,,,urban,,,,master,,,,level1,,,,4.0,,,,cauc,,,,20.0,,,,48.0,,,
30488,male,afam,1979 Q4,,regular+aide,regular+aide,regular+aide,,524.0,486.0,592.0,,562.0,554.0,622.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,bachelor,master,,apprentice,apprentice,level2,,1.0,1.0,11.0,,afam,cauc,afam,,18.0,18.0,18.0,,45.0,45.0,45.0
30512,male,cauc,1980 Q1,small,small,,,418.0,548.0,,,500.0,518.0,,,free,free,,,urban,urban,,,master,bachelor,,,level1,level1,,,12.0,12.0,,,cauc,cauc,,,2.0,2.0,,,2.0,2.0,,
30524,male,cauc,1980 Q2,regular+aide,regular,regular,small,514.0,604.0,669.0,686.0,484.0,562.0,626.0,691.0,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,level1,13.0,0.0,1.0,5.0,cauc,cauc,cauc,cauc,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0
30543,female,afam,1980 Q1,regular+aide,,,,410.0,,,,429.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,7.0,,,,cauc,,,,11.0,,,,22.0,,,
30555,female,cauc,1980 Q3,,regular+aide,,regular+aide,,553.0,,639.0,,515.0,,588.0,,free,,free,,suburban,,suburban,,bachelor,,master,,probation,,level1,,4.0,,19.0,,cauc,,afam,,22.0,,22.0,,54.0,,54.0
30571,female,cauc,1980 Q3,regular+aide,small,small,small,433.0,564.0,637.0,624.0,478.0,545.0,593.0,642.0,non-free,non-free,non-free,,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level3,level1,8.0,9.0,12.0,21.0,cauc,cauc,cauc,cauc,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
30590,female,cauc,1979 Q2,,regular+aide,regular+aide,regular+aide,,495.0,549.0,612.0,,538.0,603.0,614.0,,,non-free,non-free,,suburban,suburban,suburban,,bachelor,master,master,,probation,notladder,level1,,3.0,15.0,21.0,,cauc,cauc,cauc,,17.0,17.0,17.0,,41.0,41.0,41.0
30602,male,cauc,1980 Q3,regular,regular,,,408.0,465.0,,,429.0,474.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,apprentice,,,4.0,2.0,,,cauc,cauc,,,42.0,42.0,,,80.0,80.0,,
30617,male,cauc,1979 Q3,,regular+aide,regular+aide,regular+aide,,495.0,505.0,543.0,,545.0,557.0,588.0,,non-free,free,free,,urban,urban,urban,,bachelor,master,master,,level1,level1,level1,,10.0,19.0,16.0,,cauc,cauc,cauc,,6.0,6.0,6.0,,9.0,9.0,9.0
30633,female,cauc,1980 Q3,regular+aide,regular,regular,regular,463.0,548.0,627.0,644.0,528.0,553.0,584.0,651.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level3,level1,level1,3.0,7.0,15.0,24.0,cauc,cauc,cauc,cauc,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
30651,female,,1980 Q3,,,regular+aide,,,,,,,,,,,,free,,,,inner-city,,,,master,,,,level1,,,,32.0,,,,afam,,,,11.0,,,,30.0,
30665,male,cauc,1980 Q3,regular+aide,,,,427.0,,,,418.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,8.0,,,,cauc,,,,28.0,,,,61.0,,,
30679,female,afam,1978 Q4,,,regular+aide,regular+aide,,,549.0,614.0,,,584.0,594.0,,,free,free,,,inner-city,inner-city,,,master,master,,,level3,level1,,,16.0,11.0,,,cauc,afam,,,11.0,11.0,,,16.0,16.0
30696,male,cauc,1979 Q4,regular,regular,,,397.0,414.0,,,434.0,441.0,,,free,free,,,rural,rural,,,master,bachelor,,,level1,level1,,,12.0,15.0,,,cauc,cauc,,,6.0,6.0,,,8.0,8.0,,
30714,female,cauc,1980 Q3,,,regular+aide,regular+aide,,,575.0,580.0,,,552.0,577.0,,,non-free,free,,,rural,rural,,,master,bachelor,,,level1,level1,,,16.0,10.0,,,cauc,cauc,,,6.0,6.0,,,8.0,8.0
30736,female,cauc,1980 Q1,regular+aide,,,regular+aide,428.0,,,593.0,463.0,,,591.0,free,,,free,rural,,,rural,master,,,master,level1,,,level1,13.0,,,4.0,cauc,,,cauc,23.0,,,23.0,55.0,,,55.0
30747,female,cauc,1980 Q3,,,regular+aide,regular+aide,,,549.0,612.0,,,577.0,618.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,13.0,30.0,,,cauc,cauc,,,1.0,1.0,,,1.0,1.0
30763,male,cauc,1980 Q3,,,regular,regular,,,650.0,,,,590.0,,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,8.0,22.0,,,cauc,cauc,,,25.0,25.0,,,58.0,58.0
30775,female,cauc,1979 Q4,regular+aide,,,,439.0,,,,454.0,,,,non-free,,,,suburban,,,,bachelor,,,,apprentice,,,,3.0,,,,cauc,,,,18.0,,,,42.0,,,
30800,female,afam,1980 Q1,,,small,small,,,582.0,622.0,,,561.0,614.0,,,,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,notladder,,,18.0,8.0,,,cauc,afam,,,11.0,11.0,,,17.0,17.0
30813,female,cauc,1980 Q2,regular+aide,,,,397.0,,,,423.0,,,,free,,,,urban,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,6.0,,,,9.0,,,
30830,female,cauc,1979 Q2,,,,small,,,,604.0,,,,642.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,18.0,,,,cauc,,,,4.0,,,,4.0
30840,male,cauc,1979 Q4,,regular+aide,regular+aide,regular+aide,,629.0,602.0,650.0,,592.0,615.0,604.0,,free,free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,notladder,probation,,9.0,5.0,3.0,,cauc,cauc,cauc,,3.0,3.0,3.0,,3.0,3.0,3.0
30861,female,afam,1980 Q2,small,small,small,small,538.0,544.0,622.0,693.0,602.0,601.0,615.0,672.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level1,notladder,level1,3.0,9.0,2.0,8.0,afam,afam,afam,afam,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0
30880,female,afam,1980 Q1,regular,regular+aide,,,405.0,423.0,,,434.0,468.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,level1,,,11.0,6.0,,,cauc,cauc,,,11.0,11.0,,,22.0,22.0,,
30898,,,,,regular,,,,,,,,,,,,non-free,,,,rural,,,,master,,,,level1,,,,8.0,,,,cauc,,,,10.0,,,,13.0,,
30905,male,cauc,1980 Q3,,regular,regular,,,478.0,,,,507.0,,,,non-free,free,,,rural,rural,,,bachelor,bachelor,,,level1,probation,,,12.0,2.0,,,cauc,cauc,,,19.0,19.0,,,47.0,47.0,
30919,male,cauc,1979 Q4,regular+aide,,regular,,411.0,,584.0,,439.0,,577.0,,non-free,,non-free,,suburban,,suburban,,bachelor,,bachelor,,level1,,level1,,17.0,,20.0,,cauc,,afam,,18.0,,18.0,,43.0,,43.0,
30938,female,afam,1980 Q3,small,regular,small,small,413.0,544.0,591.0,633.0,500.0,510.0,615.0,659.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,,probation,level1,notladder,2.0,1.0,8.0,11.0,cauc,afam,afam,asian,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0
30954,male,afam,1979 Q3,,regular,regular,regular+aide,,468.0,509.0,,,523.0,526.0,,,free,free,free,,suburban,suburban,inner-city,,bachelor,bachelor,bachelor,,apprentice,level1,level1,,2.0,2.0,18.0,,cauc,afam,afam,,11.0,11.0,11.0,,23.0,23.0,33.0
30972,female,cauc,1980 Q2,,small,,,,553.0,,,,592.0,,,,,,,,rural,,,,bachelor,,,,level1,,,,15.0,,,,cauc,,,,30.0,,,,63.0,,
30988,male,afam,1979 Q2,,regular+aide,regular,regular+aide,,533.0,559.0,560.0,,557.0,552.0,586.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,master,bachelor,,level1,probation,level1,,24.0,24.0,25.0,,afam,afam,afam,,11.0,11.0,11.0,,27.0,27.0,27.0
31003,male,cauc,1980 Q3,regular+aide,,,,518.0,,,,463.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,10.0,,,,cauc,,,,36.0,,,,72.0,,,
31019,female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,424.0,579.0,614.0,629.0,536.0,572.0,639.0,634.0,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,apprentice,level1,12.0,6.0,2.0,10.0,cauc,cauc,cauc,cauc,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0
31040,male,cauc,1980 Q1,regular,,,,514.0,,,,506.0,,,,non-free,,,,suburban,,,,bachelor,,,,probation,,,,14.0,,,,cauc,,,,18.0,,,,42.0,,,
31052,male,afam,1980 Q2,,,,regular,,,,567.0,,,,558.0,,,,free,,,,suburban,,,,,,,,,,,,,,,,,,,,11.0,,,,23.0
31069,female,afam,1980 Q2,regular+aide,regular,regular,regular,421.0,426.0,533.0,,434.0,470.0,554.0,,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,master,level1,probation,level1,level3,5.0,3.0,4.0,16.0,cauc,cauc,cauc,cauc,11.0,11.0,11.0,11.0,33.0,19.0,19.0,19.0
31082,male,cauc,1980 Q3,,small,small,small,,516.0,627.0,654.0,,520.0,574.0,631.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,apprentice,level1,,4.0,1.0,24.0,,cauc,cauc,afam,,22.0,22.0,22.0,,54.0,54.0,54.0
31105,male,cauc,1980 Q1,,,,regular+aide,,,,647.0,,,,672.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,5.0,,,,cauc,,,,5.0,,,,7.0
31118,female,cauc,1980 Q2,,,regular+aide,regular+aide,,,584.0,610.0,,,607.0,620.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,level1,,,10.0,7.0,,,cauc,cauc,,,22.0,22.0,,,53.0,53.0
31127,male,cauc,1979 Q4,,,,regular,,,,680.0,,,,667.0,,,,free,,,,suburban,,,,master,,,,level1,,,,19.0,,,,afam,,,,11.0,,,,17.0
